,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
4048,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
4049,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4050,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4051,Drug Reaction,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4052,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4053,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,hepatitis A,3,5,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
4055,Urinary tract infection,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4057,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
4058,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
4059,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
4060,Bronchial Asthma,4,4,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0
4061,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
4062,Cervical spondylosis,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
4064,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
4065,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
4066,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
4068,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
4069,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
4070,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
4071,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
4072,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
4073,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4074,Hepatitis C,4,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
4075,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
4076,Hepatitis D,3,5,4,3,5,4,4,4,0,0,0,0,0,0,0,0,0
4077,Impetigo,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
4079,Heart attack,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
4081,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
4082,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,Hepatitis D,3,5,4,3,5,4,4,4,0,0,0,0,0,0,0,0,0
4084,Allergy,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4085,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
4086,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
4087,Hepatitis C,4,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4088,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
4089,hepatitis A,3,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
4090,Drug Reaction,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4091,Dimorphic hemmorhoids(piles),4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
4095,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
4096,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
4097,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
4098,Malaria,3,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,0
4099,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,Hypertension,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,GERD,5,3,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0
4102,AIDS,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4104,Urinary tract infection,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4106,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
4107,Hypoglycemia,5,4,4,3,3,5,5,4,4,2,4,0,0,0,0,0,0
4108,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
4109,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,Hypertension,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4112,Arthritis,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
4114,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
4115,Allergy,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,Jaundice,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,0
4117,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,0,0,0,0
4119,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
4120,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
4121,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
4122,Gastroenteritis,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,Hepatitis D,3,5,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
4124,Heart attack,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
4126,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,Alcoholic hepatitis,5,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
4128,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,Diabetes,4,3,5,2,5,4,4,5,4,0,0,0,0,0,0,0,0
4131,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
4132,Gastroenteritis,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,Peptic ulcer diseae,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
4135,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
4137,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
4140,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
4141,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
4142,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,Common Cold,4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0
4145,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
4146,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4147,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
4148,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4149,Heart attack,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
4151,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
4152,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
4153,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4154,Arthritis,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4155,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
4157,Hyperthyroidism,4,3,3,5,6,5,4,2,2,6,0,0,0,0,0,0,0
4158,Migraine,3,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0
4159,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
4160,Urinary tract infection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4161,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
4162,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,Chicken pox,1,3,4,2,7,3,4,5,6,3,0,0,0,0,0,0,0
4164,Chronic cholestasis,1,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
4165,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
4166,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
4168,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4171,Pneumonia,3,4,4,7,3,6,5,7,5,4,0,0,0,0,0,0,0
4172,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
4173,Osteoarthristis,3,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
4174,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
4175,Hepatitis D,3,5,4,4,5,4,4,4,0,0,0,0,0,0,0,0,0
4176,Hypothyroidism,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
4177,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
4178,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
4179,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
4180,GERD,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
4181,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
4182,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
4183,Migraine,3,5,3,5,4,4,2,3,0,0,0,0,0,0,0,0,0
4184,Hepatitis E,3,5,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
4185,Fungal infection,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,Peptic ulcer diseae,5,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
4188,Fungal infection,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,Bronchial Asthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
4190,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4191,Alcoholic hepatitis,5,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
4192,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
4193,Alcoholic hepatitis,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
4194,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
4195,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,Osteoarthristis,3,5,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
4198,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
4199,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
4200,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
4201,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Pneumonia,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
4204,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
4205,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
4206,Gastroenteritis,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
4209,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
4210,Hypothyroidism,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
4211,Hypoglycemia,5,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
4212,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
4213,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4214,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
4215,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
4216,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4217,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
4218,Common Cold,4,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
4219,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
4220,Hypertension,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
4222,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
4223,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
4224,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
4227,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,Cervical spondylosis,3,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4230,Hypoglycemia,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0
4231,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
4232,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
4233,GERD,5,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
4234,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
4235,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
4236,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
4237,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
4238,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
4239,Bronchial Asthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
4240,Fungal infection,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,(vertigo) Paroymsal  Positional Vertigo,5,3,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4242,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
4243,Diabetes,4,3,5,5,5,4,4,5,4,0,0,0,0,0,0,0,0
4244,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
4245,Migraine,3,5,3,5,4,3,2,3,0,0,0,0,0,0,0,0,0
4246,Peptic ulcer diseae,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
4247,Hepatitis D,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
4248,Varicose veins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
4249,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
4250,Drug Reaction,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,Fungal infection,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
4253,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4254,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4255,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
4256,Hepatitis E,3,5,4,3,4,5,4,4,4,6,7,6,0,0,0,0,0
4257,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
4258,Alcoholic hepatitis,5,3,4,7,5,6,0,0,0,0,0,0,0,0,0,0,0
4259,Migraine,3,5,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0
4260,Hyperthyroidism,4,3,3,5,3,6,4,2,2,6,0,0,0,0,0,0,0
4261,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
4262,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4263,Osteoarthristis,3,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
4264,Migraine,3,5,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0
4265,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
4266,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4267,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
4268,Hyperthyroidism,4,3,3,5,3,6,5,2,2,6,0,0,0,0,0,0,0
4269,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
4270,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4271,Tuberculosis,3,5,4,3,7,4,3,4,5,4,6,6,5,7,5,0,0
4272,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
4273,Alcoholic hepatitis,5,3,4,7,4,6,0,0,0,0,0,0,0,0,0,0,0
4274,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
4275,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
4276,Diabetes,4,3,5,2,5,5,4,5,4,0,0,0,0,0,0,0,0
4277,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
4278,Diabetes,4,3,5,2,5,5,4,5,4,0,0,0,0,0,0,0,0
4279,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
4280,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
4281,Common Cold,4,3,4,4,3,6,6,5,4,5,4,5,5,7,3,2,0
4282,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
4283,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
4284,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4285,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
4286,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
4287,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
4288,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4289,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4290,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
4291,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
4292,Paralysis (brain hemorrhage),3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4293,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4294,Diabetes,4,3,5,2,5,5,4,5,4,0,0,0,0,0,0,0,0
4295,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
4296,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4298,Hypertension,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4299,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
4301,Cervical spondylosis,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,Bronchial Asthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
4303,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
4304,Diabetes,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
4305,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4306,GERD,5,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
4307,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
4308,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4309,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
4310,Hepatitis B,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
4311,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
4312,Urinary tract infection,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313,Hepatitis E,3,5,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
4314,Tuberculosis,3,5,4,3,4,4,3,4,5,4,6,6,5,7,5,0,0
4315,Osteoarthristis,3,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
4316,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
4317,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
4318,Migraine,3,5,3,5,4,3,2,3,0,0,0,0,0,0,0,0,0
4319,Common Cold,4,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
4320,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
4321,Osteoarthristis,3,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
4322,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
4323,Chronic cholestasis,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
4324,Typhoid,3,5,4,7,3,5,4,6,5,4,0,0,0,0,0,0,0
4325,Varicose veins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
4326,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
4328,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
4330,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
4331,Hepatitis E,3,5,4,7,3,4,5,4,4,4,7,6,0,0,0,0,0
4332,GERD,5,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
4333,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
4334,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
4335,Impetigo,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4336,Urinary tract infection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4338,Hypertension,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,Impetigo,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4340,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
4341,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
4342,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
4343,Hepatitis D,3,5,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
4344,Jaundice,1,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,0
4345,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
4346,Typhoid,3,5,4,7,3,5,4,4,5,4,0,0,0,0,0,0,0
4347,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
4348,Urinary tract infection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4349,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4350,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,Varicose veins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
4352,hepatitis A,3,5,3,4,5,4,6,5,4,2,0,0,0,0,0,0,0
4353,Tuberculosis,3,5,4,4,7,4,3,4,5,4,6,6,5,7,5,0,0
4354,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
